"Nome Lavoura","Ano","Sigla Região Geográfica IBGE","Sigla UF IBGE","Nome Mesorregião","Nome Microrregião","Nome Município IBGE","Área Colhida","Qtd.Produzida","Valor Produção (Moeda em Real)"
"Soja (em grão)","2009","S","RS","Noroeste Rio-grandense","Cruz Alta","Saldanha Marinho","11,5","34,5","26565"
"Soja (em grão)","1995","S","SC","Vale do Itajaí","Blumenau","Guabiruba","","",""
"Soja (em grão)","2000","S","RS","Sudoeste Rio-grandense","Campanha Central","Rosário do Sul","7,5","12,15","3596"
"Soja (em grão)","2010","S","SC","Oeste Catarinense","São Miguel do Oeste","São João do Oeste","0,1","0,21","115"
"Soja (em grão)","2009","S","RS","Noroeste Rio-grandense","Cruz Alta","Santa Bárbara do Sul","64","172,8","136426"
"Soja (em grão)","2018","S","RS","Metropolitana de Porto Alegre","Porto Alegre","Sertão Santana","0,2","0,348",""
"Soja (em grão)","2004","S","RS","Nordeste Rio-grandense","Vacaria","Esmeralda","15,5","24,8","16740"
"Soja (em grão)","2006","S","RS","Sudeste Rio-grandense","Pelotas","Cerrito","2","3,2","1248"
"Soja (em grão)","2008","S","PR","Norte Pioneiro Paranaense","Wenceslau Braz","Santana do Itararé","1","3,347","2510"
"Soja (em grão)","1993","S","PR","Sudoeste Paranaense","Francisco Beltrão","Nova Prata do Iguaçu","6","13,2","60,96"
"Soja (em grão)","2006","S","SC","Sul Catarinense","Criciúma","Lauro Muller","","",""
"Soja (em grão)","2000","S","PR","Norte Pioneiro Paranaense","Cornélio Procópio","Santo Antônio do Paraíso","6,8","11,798","3256"
"Soja (em grão)","2011","S","PR","Metropolitana de Curitiba","Cerro Azul","Cerro Azul","0,61","1,861","1368"
"Soja (em grão)","2001","S","SC","Oeste Catarinense","Chapecó","Cunhataí","0,01","0,024","7"
"Soja (em grão)","2001","S","SC","Grande Florianópolis","Florianópolis","Paulo Lopes","","",""
"Soja (em grão)","2012","S","PR","Noroeste Paranaense","Paranavaí","Paranacity","0,936","1,616","1320"
"Soja (em grão)","2013","S","RS","Nordeste Rio-grandense","Guaporé","Vista Alegre do Prata","0,3","0,99","883"
"Soja (em grão)","2003","S","PR","Noroeste Paranaense","Paranavaí","São João do Caiuá","0,121","0,21","124"
"Soja (em grão)","2003","S","PR","Norte Central Paranaense","Astorga","Santo Inácio","1,5","4,5","2624"
"Soja (em grão)","2006","S","PR","Noroeste Paranaense","Cianorte","Cianorte","18","32,4","12960"
"Soja (em grão)","2013","S","PR","Noroeste Paranaense","Umuarama","Brasilândia do Sul","19,03","57,06","54726"
"Soja (em grão)","2018","S","RS","Centro Oriental Rio-grandense","Lajeado-Estrela","Colinas","0,5","1,95",""
"Soja (em grão)","1999","S","RS","Noroeste Rio-grandense","Frederico Westphalen","Caiçara","2,4","2,304","588"
"Soja (em grão)","1992","S","RS","Nordeste Rio-grandense","Caxias do Sul","Cotiporã","0,3","0,54","0,0848945454545455"
"Soja (em grão)","2015","S","SC","Norte Catarinense","Joinville","Guaramirim","","",""
"Soja (em grão)","2005","S","RS","Noroeste Rio-grandense","Frederico Westphalen","Nonoai","17","7,65","3672"
"Soja (em grão)","2017","S","PR","Oeste Paranaense","Toledo","Assis Chateaubriand","69,7","276,5","298667"
"Soja (em grão)","2000","S","RS","Metropolitana de Porto Alegre","Osório","Terra de Areia","","",""
"Soja (em grão)","2012","S","SC","Sul Catarinense","Tubarão","Rio Fortuna","","",""
"Soja (em grão)","2009","S","RS","Noroeste Rio-grandense","Carazinho","Cerro Grande","2,4","4,32","2981"
"Soja (em grão)","2004","S","SC","Sul Catarinense","Criciúma","Nova Veneza","","",""
"Soja (em grão)","1997","S","SC","Grande Florianópolis","Tabuleiro","Alfredo Wagner","0,005","0,009","2"
"Soja (em grão)","2018","S","RS","Nordeste Rio-grandense","Guaporé","Protásio Alves","1,21","3,872",""
"Soja (em grão)","2017","S","SC","Vale do Itajaí","Itajaí","Navegantes","","",""
"Soja (em grão)","2010","S","PR","Sudeste Paranaense","União da Vitória","Paula Freitas","10,45","28,39","15075"
"Soja (em grão)","2010","S","SC","Oeste Catarinense","Concórdia","Paial","","",""
"Soja (em grão)","2008","S","SC","Norte Catarinense","Canoinhas","Monte Castelo","3,4","9,18","6582"
"Soja (em grão)","2014","S","SC","Vale do Itajaí","Ituporanga","Petrolândia","1,35","2,025","2086"
"Soja (em grão)","1992","S","RS","Nordeste Rio-grandense","Vacaria","São José dos Ausentes","","",""
"Soja (em grão)","2017","S","PR","Norte Pioneiro Paranaense","Jacarezinho","Ribeirão Claro","1,3","3,6","3600"
"Soja (em grão)","2008","S","PR","Metropolitana de Curitiba","Paranaguá","Morretes","","",""
"Soja (em grão)","1997","S","PR","Centro Oriental Paranaense","Telêmaco Borba","Imbaú","0,28","0,7","182"
"Soja (em grão)","1999","S","SC","Oeste Catarinense","São Miguel do Oeste","Anchieta","0,45","1,026","270"
"Soja (em grão)","2000","S","RS","Centro Oriental Rio-grandense","Lajeado-Estrela","Canudos do Vale","","",""
"Soja (em grão)","2007","S","PR","Norte Central Paranaense","Floraí","Ourizona","11,51","32,804","14762"
"Soja (em grão)","2011","S","PR","Norte Central Paranaense","Astorga","Guaraci","1,5","5,22","3445"
"Soja (em grão)","2010","S","RS","Noroeste Rio-grandense","Carazinho","Coqueiros do Sul","12,3","36,9","25830"
"Soja (em grão)","1993","S","PR","Metropolitana de Curitiba","Curitiba","São José dos Pinhais","","",""
"Soja (em grão)","2014","S","RS","Metropolitana de Porto Alegre","Montenegro","Brochier","0,002","0,003","3"
"Soja (em grão)","2007","S","RS","Centro Oriental Rio-grandense","Lajeado-Estrela","Imigrante","0,02","0,024","22"
"Soja (em grão)","1993","S","PR","Noroeste Paranaense","Paranavaí","Mirador","0,097","0,216","0,973818181818182"
"Soja (em grão)","2005","S","PR","Sudoeste Paranaense","Capanema","Ampére","6,5","5,85","2691"
"Soja (em grão)","1995","S","RS","Metropolitana de Porto Alegre","Porto Alegre","Nova Hartz","","",""
"Soja (em grão)","2004","S","RS","Metropolitana de Porto Alegre","Montenegro","Linha Nova","","",""
"Soja (em grão)","2007","S","SC","Grande Florianópolis","Florianópolis","Santo Amaro da Imperatriz","","",""
"Soja (em grão)","1990","S","PR","Metropolitana de Curitiba","Paranaguá","Antonina","","",""
"Soja (em grão)","2013","S","RS","Metropolitana de Porto Alegre","São Jerônimo","General Câmara","4","12,021","11166"
"Soja (em grão)","1991","S","RS","Metropolitana de Porto Alegre","Montenegro","Maratá","","",""
"Soja (em grão)","1999","S","SC","Serrana","Curitibanos","Abdon Batista","0,05","0,105","33"
"Soja (em grão)","2017","S","PR","Centro Oriental Paranaense","Telêmaco Borba","Ortigueira","40","154","148856"
"Soja (em grão)","2010","S","PR","Norte Central Paranaense","Apucarana","Arapongas","19,2","53,76","38330"
"Soja (em grão)","1996","S","RS","Metropolitana de Porto Alegre","Montenegro","São Vendelino","","",""
"Soja (em grão)","2004","S","RS","Nordeste Rio-grandense","Guaporé","Itapuca","1,5","2,16","1517"
"Soja (em grão)","2016","S","PR","Sudoeste Paranaense","Pato Branco","Saudade do Iguaçu","3","10,5","11990"
"Soja (em grão)","2008","S","RS","Noroeste Rio-grandense","Não-Me-Toque","Tio Hugo","7","9,45","6899"
"Soja (em grão)","1994","S","PR","Sudoeste Paranaense","Pato Branco","Saudade do Iguaçu","1,78","4,094","737"
"Soja (em grão)","1990","S","SC","Sul Catarinense","Araranguá","Morro Grande","","",""
"Soja (em grão)","2010","S","RS","Noroeste Rio-grandense","Carazinho","Palmeira das Missões","92","220,8","152352"
"Soja (em grão)","1995","S","PR","Sudoeste Paranaense","Francisco Beltrão","Francisco Beltrão","3","8,1","1142"
"Soja (em grão)","2010","S","SC","Oeste Catarinense","Joaçaba","Ouro","0,2","0,6","328"
"Soja (em grão)","1996","S","PR","Oeste Paranaense","Cascavel","Cascavel","65,1","182,12","40340"
"Soja (em grão)","2012","S","PR","Norte Central Paranaense","Porecatu","Miraselva","0,16","0,394","330"
"Soja (em grão)","1990","S","SC","Serrana","Curitibanos","Zortéa","","",""
"Soja (em grão)","2011","S","RS","Centro Oriental Rio-grandense","Lajeado-Estrela","Marques de Souza","0,2","0,6","402"
"Soja (em grão)","2012","S","RS","Centro Oriental Rio-grandense","Lajeado-Estrela","Vespasiano Correa","1,9","3,8","3420"
"Soja (em grão)","2013","S","SC","Grande Florianópolis","Florianópolis","Florianópolis","","",""
"Soja (em grão)","1999","S","PR","Norte Central Paranaense","Astorga","Ângulo","3,63","10,527","2621"
"Soja (em grão)","2008","S","SC","Norte Catarinense","Joinville","Joinville","","",""
"Soja (em grão)","1998","S","PR","Sudoeste Paranaense","Pato Branco","Itapejara d'Oeste","8,08","22,324","4666"
"Soja (em grão)","2005","S","RS","Noroeste Rio-grandense","Frederico Westphalen","Gramado dos Loureiros","4,7","3,666","1760"
"Soja (em grão)","1996","S","SC","Serrana","Curitibanos","Campos Novos","23,395","57,136","9713"
"Soja (em grão)","2004","S","PR","Norte Central Paranaense","Apucarana","Sabáudia","7,5","21","16380"
"Soja (em grão)","2005","S","RS","Centro Ocidental Rio-grandense","Restinga Seca","Agudo","","",""
"Soja (em grão)","1991","S","SC","Oeste Catarinense","Xanxerê","Passos Maia","","",""
"Soja (em grão)","1996","S","RS","Noroeste Rio-grandense","Frederico Westphalen","Taquaruçu do Sul","1,453","2,283","518"
"Soja (em grão)","1995","S","SC","Oeste Catarinense","Joaçaba","Iomerê","","",""
"Soja (em grão)","1990","S","RS","Metropolitana de Porto Alegre","Osório","Tramandaí","0,03","0,045","0,000106545454545455"
"Soja (em grão)","1995","S","PR","Sudeste Paranaense","Irati","Irati","1","2,75","413"
"Soja (em grão)","2011","S","SC","Norte Catarinense","Joinville","Corupá","","",""
"Soja (em grão)","1993","S","PR","Noroeste Paranaense","Umuarama","Cruzeiro do Oeste","0,036","0,065","0,297818181818182"
"Soja (em grão)","2013","S","RS","Noroeste Rio-grandense","Santo Ângelo","Pirapó","3,6","7,2","6510"
"Soja (em grão)","2004","S","RS","Noroeste Rio-grandense","Sananduva","Paim Filho","3","5,76","4150"
"Soja (em grão)","2015","S","RS","Noroeste Rio-grandense","Sananduva","Santo Expedito do Sul","6,2","22,32","21840"
"Soja (em grão)","2011","S","RS","Noroeste Rio-grandense","Erechim","Três Arroios","1,6","5,28","3696"
"Soja (em grão)","2011","S","RS","Metropolitana de Porto Alegre","Osório","Capivari do Sul","0,15","0,353","251"
"Soja (em grão)","2016","S","PR","Centro Ocidental Paranaense","Campo Mourão","Mamborê","57,4","190,985","207777"
"Soja (em grão)","2005","S","SC","Sul Catarinense","Tubarão","Laguna","","",""
"Soja (em grão)","1992","S","PR","Noroeste Paranaense","Paranavaí","Jardim Olinda","0,128","0,155","0,0382145454545455"
"Soja (em grão)","1996","S","RS","Noroeste Rio-grandense","Erechim","Erebango","6,45","15,48","3406"
"Soja (em grão)","2000","S","RS","Noroeste Rio-grandense","Cruz Alta","Fortaleza dos Valos","27","40,5","11502"
"Soja (em grão)","2014","S","PR","Sudoeste Paranaense","Capanema","Pérola d'Oeste","10,95","34,803","36159"
"Soja (em grão)","2003","S","SC","Sul Catarinense","Tubarão","São Ludgero","","",""
"Soja (em grão)","2017","S","RS","Noroeste Rio-grandense","Santa Rosa","Alecrim","2","6,6","6080"
"Soja (em grão)","2006","S","PR","Centro Ocidental Paranaense","Goioerê","Campina da Lagoa","28,2","75,9","33586"
"Soja (em grão)","1993","S","RS","Noroeste Rio-grandense","Cruz Alta","Alto Alegre","5,9","13,452","45,9276363636364"
"Soja (em grão)","1994","S","PR","Centro Ocidental Paranaense","Campo Mourão","Mamborê","48","124,8","22464"
"Soja (em grão)","1990","S","PR","Centro Oriental Paranaense","Telêmaco Borba","Reserva","0,8","1,2","0,00436363636363636"
"Soja (em grão)","1990","S","RS","Noroeste Rio-grandense","Frederico Westphalen","Rio dos Índios","","",""
"Soja (em grão)","2010","S","PR","Norte Central Paranaense","Ivaiporã","Rio Branco do Ivaí","5,22","14,094","7554"
"Soja (em grão)","1995","S","RS","Noroeste Rio-grandense","Carazinho","Sarandi","18","41,04","6033"
"Soja (em grão)","1990","S","PR","Sudoeste Paranaense","Francisco Beltrão","Salto do Lontra","3,2","5,76","0,0132585454545455"
"Soja (em grão)","2011","S","RS","Metropolitana de Porto Alegre","Montenegro","Vale Real","","",""
"Soja (em grão)","2007","S","SC","Oeste Catarinense","Chapecó","Caibi","1,5","2,7","1215"
"Soja (em grão)","2011","S","PR","Centro-Sul Paranaense","Guarapuava","Marquinho","2,4","7,728","4637"
"Soja (em grão)","1990","S","SC","Vale do Itajaí","Itajaí","Camboriú","","",""
"Soja (em grão)","2003","S","PR","Norte Pioneiro Paranaense","Assaí","Santa Cecília do Pavão","5,2","13","7605"
"Soja (em grão)","2000","S","PR","Centro Oriental Paranaense","Telêmaco Borba","Tibagi","47,5","143,45","39592"
"Soja (em grão)","2010","S","SC","Oeste Catarinense","Xanxerê","Xaxim","5","17,8","9184"
"Soja (em grão)","2017","S","RS","Metropolitana de Porto Alegre","Osório","Morrinhos do Sul","","",""
"Soja (em grão)","2017","S","PR","Sudoeste Paranaense","Francisco Beltrão","São Jorge d'Oeste","10,3","38,11","38078"
"Soja (em grão)","2017","S","PR","Norte Pioneiro Paranaense","Ibaiti","Conselheiro Mairinck","7","22,4","23520"
"Soja (em grão)","2008","S","SC","Serrana","Campos de Lages","Bocaina do Sul","0,15","0,225","158"
"Soja (em grão)","2006","S","PR","Noroeste Paranaense","Umuarama","Francisco Alves","15,3","22,86","9373"
"Soja (em grão)","2014","S","PR","Centro Oriental Paranaense","Telêmaco Borba","Ventania","18,3","51,3","52362"
"Soja (em grão)","2014","S","RS","Noroeste Rio-grandense","Ijuí","Coronel Bicaco","34,6","103,8","106914"
"Soja (em grão)","2008","S","SC","Oeste Catarinense","Concórdia","Arabutã","","",""
"Soja (em grão)","2018","S","RS","Nordeste Rio-grandense","Guaporé","Nova Araçá","0,64","2,24",""
"Soja (em grão)","1997","S","PR","Norte Pioneiro Paranaense","Wenceslau Braz","Salto do Itararé","","",""
"Soja (em grão)","1995","S","RS","Noroeste Rio-grandense","Ijuí","São Valério do Sul","4,5","9","1402"
"Soja (em grão)","2012","S","PR","Norte Pioneiro Paranaense","Cornélio Procópio","Andirá","13,3","29,057","23388"
"Soja (em grão)","2014","S","RS","Metropolitana de Porto Alegre","Osório","Torres","","",""
"Soja (em grão)","1993","S","RS","Nordeste Rio-grandense","Vacaria","São Francisco de Paula","","",""
"Soja (em grão)","2003","S","PR","Centro-Sul Paranaense","Pitanga","Palmital","0,5","1,426","796"
"Soja (em grão)","2014","S","SC","Norte Catarinense","Canoinhas","Major Vieira","9,2","30,36","34003"
"Soja (em grão)","2010","S","SC","Sul Catarinense","Criciúma","Criciúma","","",""
"Soja (em grão)","2003","S","SC","Oeste Catarinense","Chapecó","Caxambu do Sul","3","8,1","5400"
"Soja (em grão)","1997","S","PR","Centro Ocidental Paranaense","Goioerê","Ubiratã","46,07","119,983","29816"
"Soja (em grão)","2012","S","PR","Oeste Paranaense","Cascavel","Ibema","7,51","20,468","15382"
"Soja (em grão)","1997","S","RS","Noroeste Rio-grandense","Três Passos","Três Passos","14","17,64","4762"
"Soja (em grão)","2017","S","SC","Oeste Catarinense","Chapecó","Sul Brasil","0,12","0,396","345"
"Soja (em grão)","2011","S","RS","Centro Oriental Rio-grandense","Santa Cruz do Sul","Vale do Sol","0,2","0,6","330"
"Soja (em grão)","2013","S","SC","Oeste Catarinense","Joaçaba","Matos Costa","0,25","0,825","743"
"Soja (em grão)","2010","S","SC","Oeste Catarinense","Concórdia","Lindóia do Sul","0,08","0,192","98"
"Soja (em grão)","2011","S","PR","Norte Central Paranaense","Maringá","Sarandi","6,35","22,86","16916"
"Soja (em grão)","2015","S","RS","Noroeste Rio-grandense","Ijuí","Condor","29","111,528","108740"
"Soja (em grão)","2002","S","RS","Noroeste Rio-grandense","Passo Fundo","Charrua","5,5","9,9","4356"
"Soja (em grão)","2008","S","RS","Metropolitana de Porto Alegre","Montenegro","Poço das Antas","","",""
"Soja (em grão)","2011","S","PR","Noroeste Paranaense","Paranavaí","Planaltina do Paraná","","",""
"Soja (em grão)","2018","S","RS","Metropolitana de Porto Alegre","Gramado-Canela","Presidente Lucena","","",""
"Soja (em grão)","2011","S","RS","Metropolitana de Porto Alegre","São Jerônimo","Arroio dos Ratos","0,75","1,845","1310"
"Soja (em grão)","2015","S","PR","Sudoeste Paranaense","Francisco Beltrão","Dois Vizinhos","16,15","53,91","52653"
"Soja (em grão)","2003","S","SC","Grande Florianópolis","Tabuleiro","São Bonifácio","","",""
"Soja (em grão)","2002","S","RS","Noroeste Rio-grandense","Carazinho","Nova Boa Vista","4,1","8,856","4056"
"Soja (em grão)","2013","S","RS","Metropolitana de Porto Alegre","Gramado-Canela","Morro Reuter","","",""
"Soja (em grão)","1990","S","SC","Vale do Itajaí","Rio do Sul","Rio do Sul","","",""
"Soja (em grão)","2002","S","RS","Centro Oriental Rio-grandense","Santa Cruz do Sul","Arroio do Tigre","2,5","6","2820"
"Soja (em grão)","1992","S","SC","Oeste Catarinense","Joaçaba","Videira","","",""
"Soja (em grão)","2016","S","PR","Oeste Paranaense","Toledo","Tupãssi","24,3","83,85","98013"
"Soja (em grão)","2000","S","SC","Oeste Catarinense","Chapecó","Nova Itaberaba","0,1","0,15","39"
"Soja (em grão)","2002","S","RS","Sudoeste Rio-grandense","Campanha Ocidental","Quaraí","","",""
"Soja (em grão)","2018","S","RS","Noroeste Rio-grandense","Cerro Largo","Caibaté","15,02","47,808",""
"Soja (em grão)","1994","S","PR","Oeste Paranaense","Toledo","Tupãssi","18,97","55,692","10025"
"Soja (em grão)","1996","S","SC","Vale do Itajaí","Rio do Sul","Mirim Doce","0,004","0,012","3"
"Soja (em grão)","1996","S","RS","Metropolitana de Porto Alegre","Gramado-Canela","Santa Maria do Herval","","",""
"Soja (em grão)","2012","S","PR","Metropolitana de Curitiba","Curitiba","Pinhais","","",""
"Soja (em grão)","2005","S","SC","Norte Catarinense","Joinville","Balneário Barra do Sul","","",""
"Soja (em grão)","2009","S","PR","Norte Central Paranaense","Porecatu","Porecatu","0,828","1,987","1456"
"Soja (em grão)","1994","S","RS","Centro Ocidental Rio-grandense","Santiago","Tupanciretã","66","99","12271"
"Soja (em grão)","2016","S","PR","Metropolitana de Curitiba","Paranaguá","Guaraqueçaba","","",""
"Soja (em grão)","1994","S","PR","Noroeste Paranaense","Paranavaí","Cruzeiro do Sul","0,25","0,7","119"
